,good_loan
28887,1
114476,1
70508,1
23355,1
77336,1
62297,1
106701,1
21952,1
117610,1
35220,1
52263,1
27423,1
21287,1
30602,1
103634,1
18076,1
59758,1
87626,1
70158,1
9907,1
44838,1
61952,1
28085,1
13546,1
75914,1
71984,1
4148,1
33634,1
35277,1
37877,1
954,1
92923,1
63346,1
61619,1
105348,1
33554,1
20446,1
107419,1
108913,1
79692,1
37768,1
20866,1
99532,1
57135,1
12193,1
16341,1
70263,1
34544,1
100170,1
77751,1
2246,1
48763,1
104706,1
14493,1
58755,1
18819,1
35822,1
76906,1
42226,1
101726,1
38681,1
51658,1
96313,1
105294,1
37183,1
8436,1
104481,1
83246,1
108906,1
85415,1
73414,1
117515,1
103397,1
62141,1
19297,1
31415,1
10328,1
70347,1
68453,1
12002,1
14916,1
103866,1
26893,1
55801,1
21353,1
4532,1
73857,1
31360,1
12815,1
33447,1
80897,1
38884,1
86852,1
18061,1
33484,1
77754,1
45864,1
47732,1
36469,1
18960,1
15844,1
17596,1
39202,1
75543,1
117621,1
35294,1
6625,1
59906,1
12745,1
18737,1
70112,1
96710,1
23264,1
52516,1
35007,1
36419,1
30790,1
71228,1
68237,1
109956,1
62953,1
36312,1
87387,1
57143,1
83435,1
81914,1
6503,1
35848,1
7374,1
1984,1
77968,1
77671,1
108756,1
117969,1
19502,1
36756,1
116892,1
36580,1
41350,1
70176,1
54094,1
115990,1
102980,1
59940,1
116247,1
23627,1
78041,1
109811,1
52462,1
77134,1
30338,1
91086,1
117938,1
108129,1
20572,1
93043,1
51758,1
80601,1
109560,1
45264,1
32983,1
109590,1
28776,1
98658,1
17244,1
59410,1
103290,1
91753,1
5002,1
66075,1
48875,1
56620,1
41992,1
37501,1
6681,1
100130,1
82324,1
26146,1
86207,1
26416,1
95484,1
98070,1
77149,1
14361,1
79091,1
104433,1
106602,1
25336,1
32263,1
116181,1
42322,1
64282,1
58436,1
48642,1
30794,1
18368,1
47074,1
71202,1
488,1
60615,1
40802,1
41342,1
118145,1
5658,1
45822,1
2840,1
79194,1
108281,1
17984,1
4610,1
63889,1
36083,1
102046,1
66294,1
78408,1
66511,1
119249,1
111689,1
92986,1
88584,1
1935,1
28471,1
34948,1
118971,1
7926,1
3877,1
67955,1
119147,1
92149,1
21670,1
58544,1
103288,1
109361,1
73685,1
11178,1
39408,1
30582,1
81749,1
35578,1
18332,1
56296,1
58721,1
55088,1
67836,1
5260,1
54019,1
18254,1
32911,1
86752,1
44724,1
63870,1
17204,1
107935,1
39471,1
33670,1
24876,1
43158,1
82721,1
71090,1
44061,1
4682,1
80453,1
63362,1
1225,1
81838,1
6260,1
115460,1
33992,1
74666,1
38698,1
104519,1
75661,1
42424,1
96957,1
43754,1
29822,1
16868,1
75,1
84991,1
71249,1
37747,1
33359,1
20780,1
27328,1
109664,1
72832,1
90167,1
70662,1
91696,1
115940,1
15227,1
47645,1
25512,1
70054,1
89703,1
46937,1
70463,1
13920,1
87054,1
39013,1
63323,1
16907,1
46010,1
59015,1
100719,1
21081,1
72963,1
15302,1
101318,1
1535,1
18910,1
47627,1
117885,1
9100,1
112145,1
39666,1
84265,1
44590,1
59416,1
115963,1
89710,1
67654,1
27257,1
86296,1
22427,1
41095,1
103091,1
69362,1
43975,1
23818,1
116060,1
8474,1
91204,1
89684,1
54105,1
2088,1
6944,1
24253,1
76385,1
88263,1
8510,1
101865,1
65271,1
117386,1
4063,1
105037,1
96863,1
16922,1
3144,1
75924,1
16374,1
42004,1
87051,1
18918,1
15910,1
114395,1
99854,1
77258,1
113065,1
36352,1
6599,1
54005,1
11173,1
106569,1
2023,1
41853,1
100697,1
29047,1
116002,1
3950,1
107347,1
67051,1
116065,1
88959,1
5453,1
119208,1
42790,1
22364,1
26172,1
19153,1
76178,1
36289,1
63411,1
40794,1
40331,1
70431,1
110686,1
92474,1
113839,1
79541,1
101736,1
22791,1
75266,1
27186,1
115366,1
114144,1
76639,1
60261,1
108282,1
16253,1
106995,1
57466,1
68440,1
111416,1
27287,1
97892,1
39537,1
93910,1
74294,1
84672,1
118693,1
5178,1
109525,1
110547,1
67850,1
89242,1
20907,1
52984,1
93857,1
55528,1
38089,1
73880,1
34746,1
66735,1
86632,1
57590,1
30567,1
85168,1
6909,1
15212,1
30687,1
114569,1
18728,1
58907,1
63942,1
13544,1
20202,1
102369,1
113164,1
53701,1
116792,1
117677,1
117659,1
74500,1
60033,1
46625,1
52718,1
103418,1
73169,1
42863,1
106078,1
52464,1
37275,1
78361,1
9852,1
26244,1
46938,1
114636,1
119352,1
12203,1
11362,1
118102,1
30547,1
79037,1
88005,1
32852,1
115602,1
311,1
20568,1
82885,1
19484,1
34578,1
22365,1
8062,1
78546,1
78613,1
20349,1
110548,1
98094,1
45934,1
31769,1
9250,1
24051,1
95585,1
80857,1
32647,1
28286,1
85323,1
101992,1
43181,1
19476,1
90505,1
63326,1
92954,1
47643,1
51783,1
61867,1
54569,1
3744,1
29234,1
42299,1
85969,1
107003,1
99628,1
101535,1
3057,1
99586,1
102882,1
12846,1
9927,1
48262,1
47399,1
95462,1
9090,1
43626,1
11646,1
41264,1
81586,1
1898,1
53745,1
110079,1
118489,1
14687,1
28114,1
11719,1
179,1
41739,1
46356,1
13374,1
43684,1
100538,1
95740,1
57352,1
57919,1
21749,1
1977,1
75205,1
76274,1
44745,1
64463,1
78713,1
47610,1
108433,1
46726,1
24567,1
115577,1
111507,1
10691,1
2960,1
40869,1
101075,1
21925,1
44455,1
26160,1
64731,1
56073,1
15591,1
92335,1
46039,1
93341,1
63936,1
59709,1
70083,1
616,1
81327,1
52132,1
92077,1
34136,1
52763,1
114571,1
84915,1
63913,1
91260,1
101966,1
87945,1
93475,1
16688,1
26618,1
104876,1
26177,1
9807,1
37802,1
66010,1
119709,1
118758,1
29569,1
72099,1
81446,1
88173,1
66847,1
1779,1
63892,1
7361,1
8458,1
51339,1
68030,1
82998,1
37111,1
114644,1
77858,1
105004,1
98314,1
79539,1
42281,1
74390,1
61201,1
61251,1
36208,1
28770,1
79946,1
18937,1
84546,1
40308,1
66197,1
119447,1
100833,1
13391,1
9556,1
8925,1
21520,1
45760,1
29243,1
77006,1
89946,1
6386,1
8092,1
53999,1
103040,1
8006,1
79235,1
103194,1
45856,1
64277,1
2604,1
42223,1
93145,1
25164,1
94635,1
32513,1
119106,1
46916,1
57029,1
53179,1
10760,1
66668,1
118697,1
28130,1
36509,1
46083,1
18246,1
34913,1
56549,1
101187,1
118967,1
44519,1
114700,1
3238,1
10436,1
74331,1
108312,1
76924,1
23598,1
101304,1
119403,1
62790,1
38657,1
83316,1
108264,1
52941,1
6579,1
67765,1
45529,1
72107,1
97391,1
112159,1
85825,1
108564,1
73983,1
115423,1
71856,1
79278,1
77519,1
77388,1
99071,1
25415,1
50161,1
89818,1
13622,1
93665,1
7047,1
4442,1
31091,1
62637,1
64048,1
33215,1
38672,1
49063,1
28295,1
10694,1
65705,1
9047,1
32347,1
59527,1
24750,1
104059,1
89610,1
2698,1
83517,1
103875,1
103253,1
63491,1
6534,1
110182,1
49460,1
1000,1
110844,1
101494,1
2782,1
70656,1
38572,1
89054,1
114538,1
6519,1
36045,1
118361,1
34142,1
35394,1
29157,1
4712,1
98517,1
29940,1
26518,1
113275,1
106458,1
19404,1
33184,1
104136,1
81009,1
56199,1
56642,1
33478,1
19169,1
94052,1
42086,1
95986,1
76278,1
85944,1
84077,1
104699,1
111375,1
76709,1
62084,1
106752,1
54782,1
104851,1
84612,1
9691,1
14832,1
79802,1
112613,1
5870,1
101854,1
76360,1
8773,1
78308,1
53734,1
48796,1
51241,1
68435,1
93350,1
90139,1
92378,1
71287,1
106795,1
63031,1
60271,1
47113,1
59210,1
108194,1
85341,1
42507,1
20362,1
117348,1
50978,1
29069,1
108058,1
27914,1
91639,1
19220,1
35493,1
10066,1
19634,1
37290,1
111151,1
16853,1
85031,1
90396,1
115939,1
20464,1
6797,1
5313,1
43254,1
7830,1
76051,1
26101,1
58784,1
81241,1
35524,1
105281,1
25157,1
71900,1
32745,1
104607,1
108384,1
79183,1
64410,1
88977,1
117925,1
105093,1
29188,1
110249,1
61757,1
119855,1
78473,1
16611,1
106068,1
82020,1
97607,1
8712,1
86329,1
107403,1
75429,1
45315,1
13498,1
92253,1
23334,1
87430,1
111142,1
35160,1
57456,1
24654,1
15793,1
113669,1
112407,1
99083,1
106033,1
86805,1
83492,1
16168,1
117369,1
81047,1
34034,1
29918,1
57886,1
45994,1
69950,1
70885,1
72149,1
76083,1
48772,1
26645,1
61321,1
78930,1
23695,1
11248,1
56995,1
25241,1
97176,1
16201,1
4419,1
46530,1
70938,1
98205,1
111641,1
34221,1
35669,1
47200,1
91964,1
76747,1
63106,1
91472,1
22327,1
23141,1
27128,1
37893,1
110303,1
39021,1
4863,1
105925,1
34232,1
116978,1
12681,1
68418,1
97889,1
81626,1
118793,1
1986,1
36263,1
29637,1
117200,1
76958,1
109556,1
48229,1
11508,1
85846,1
86436,1
34408,1
24801,1
63206,1
102177,1
44803,1
110730,1
107797,1
32703,1
31780,1
87045,1
12932,1
25663,1
34255,1
84452,1
38316,1
33631,1
107810,1
27256,1
31088,1
94502,1
92742,1
58261,1
97234,1
56756,1
68865,1
118426,1
36234,1
15317,1
24401,1
59819,1
33851,1
118256,1
32515,1
64164,1
33751,1
16593,1
49668,1
88838,1
110649,1
71657,1
105408,1
97462,1
116262,1
82765,1
78588,1
41814,1
117789,1
58610,1
118695,1
37621,1
45208,1
58524,1
104016,1
91573,1
87101,1
13167,1
74779,1
11391,1
69356,1
32858,1
69495,1
9,1
78125,1
104526,1
41389,1
83713,1
8321,1
42932,1
94989,1
70905,1
100955,1
99921,1
54231,1
6120,1
41720,1
30993,1
45109,1
100500,1
31173,1
58529,1
118129,1
57481,1
97545,1
24025,1
30571,1
57755,1
100927,1
108840,1
55008,1
34920,1
97232,1
69476,1
92102,1
21861,1
100238,1
65991,1
47054,1
100248,1
29359,1
26396,1
108799,1
36236,1
26665,1
33767,1
84879,1
20278,1
53759,1
50644,1
82092,1
5332,1
91335,1
67103,1
46364,1
37854,1
48412,1
89303,1
70878,1
20803,1
7545,1
48352,1
110459,1
88386,1
58528,1
31374,1
95118,1
24286,1
55834,1
26355,1
20366,1
37752,1
74653,1
45238,1
79113,1
82087,1
71675,1
75825,1
110498,1
116937,1
18828,1
20023,1
108795,1
4832,1
63227,1
114612,1
111487,1
110405,1
111314,1
47785,1
3952,1
119411,1
76319,1
86406,1
109772,1
41987,1
69618,1
23891,1
117342,1
119163,1
61702,1
112115,1
103744,1
117543,1
31547,1
109283,1
10980,1
115571,1
85784,1
101064,1
36637,1
41577,1
62044,1
38194,1
2929,1
26673,1
18787,1
14421,1
82425,1
70915,1
33173,1
30485,1
64453,1
48759,1
71950,1
11201,1
61207,1
40189,1
29530,1
46811,1
18718,1
13701,1
66527,1
54635,1
25311,1
12978,1
10267,1
109653,1
1262,1
98931,1
101328,1
48925,1
5728,1
79358,1
20526,1
65347,1
113096,1
3630,1
4346,1
68354,1
26001,1
55189,1
12614,1
111977,1
32619,1
77778,1
110122,1
78980,1
24349,1
72305,1
33236,1
82626,1
63059,1
81917,1
63540,1
58903,1
9486,1
13599,1
74478,1
42132,1
11166,1
5596,1
72515,1
11976,1
52073,1
115660,1
66301,1
47634,1
73202,1
100876,1
29897,1
59236,1
64070,1
96213,1
79668,1
59123,1
97751,1
1589,1
80720,1
118085,1
22900,1
55952,1
98643,1
53071,1
104137,1
7357,1
16155,1
24322,1
82219,1
86973,1
5088,1
10926,1
21207,1
105395,1
69778,1
85080,1
87144,1
24419,1
7968,1
63138,1
54566,1
97526,1
73949,1
51394,1
63839,1
94967,1
111814,1
37720,1
96247,1
97317,1
82366,1
98001,1
19483,1
106528,1
4730,1
84233,1
95707,1
104080,1
4813,1
33468,1
79172,1
41907,1
20150,1
25399,1
104783,1
57005,1
67061,1
57405,1
81028,1
56123,1
71273,1
88282,1
1146,1
29304,1
103797,1
86507,1
100388,1
54364,1
67255,1
5143,1
68538,1
4734,1
54731,1
44940,1
89945,1
91129,1
59561,1
28305,1
103573,1
63030,1
98300,1
10892,1
77262,1
38268,1
105673,1
62275,1
34894,1
69402,1
119370,1
12434,1
13573,1
33207,1
94304,1
30467,1
24216,1
95850,1
104854,1
103006,1
9278,1
15931,1
55259,1
114990,1
60563,1
85104,1
91101,1
113091,1
77052,1
37917,1
58149,1
46400,1
23584,1
89065,1
44075,1
9110,1
92025,1
67702,1
59855,1
57459,1
68017,1
72207,1
31649,1
91792,1
43930,1
64820,1
63681,1
110062,1
92496,1
60319,1
24336,1
45966,1
1682,1
104401,1
116409,1
110363,1
16447,1
115865,1
47674,1
9070,1
35978,1
68208,1
101977,1
108075,1
14840,1
110909,1
19559,1
64051,1
41708,1
16245,1
2496,1
85479,1
102669,1
22742,1
51487,1
60668,1
43361,1
75789,1
87976,1
586,1
91865,1
12291,1
39112,1
20047,1
4940,1
91798,1
57023,1
103788,1
22855,1
17263,1
44356,1
18122,1
3161,1
1447,1
45223,1
76696,1
42777,1
76142,1
69120,1
89386,1
2674,1
44386,1
42412,1
59388,1
105431,1
85116,1
78631,1
70076,1
103379,1
37799,1
106978,1
75585,1
57030,1
55975,1
1444,1
86469,1
22432,1
45805,1
10392,1
34895,1
44229,1
55221,1
86218,1
4157,1
16915,1
30298,1
7105,1
5547,1
9448,1
118045,1
79809,1
82555,1
60719,1
28817,1
41000,1
62135,1
70652,1
18618,1
13281,1
98438,1
108055,1
47328,1
74724,1
1400,1
71807,1
62488,1
61679,1
38548,1
99495,1
9798,1
51584,1
40648,1
91577,1
49354,1
67069,1
37793,1
91343,1
2962,1
70625,1
86398,1
99292,1
26537,1
101069,1
55946,1
118302,1
46029,1
87943,1
118553,1
60643,1
33601,1
50013,1
114447,1
46716,1
107815,1
83086,1
3540,1
7092,1
31209,1
68278,1
16908,1
80971,1
99451,1
5301,1
41252,1
87959,1
108875,1
114634,1
30105,1
11230,1
2506,1
59068,1
3783,1
13736,1
100400,1
31574,1
87382,1
98792,1
87343,1
50815,1
15304,1
74366,1
119551,1
72949,1
39251,1
144,1
79878,1
86967,1
87839,1
46844,1
66950,1
105,1
64287,1
40599,1
2623,1
41297,1
96095,1
119473,1
54859,1
83671,1
27289,1
81109,1
74804,1
111593,1
20800,1
105697,1
114597,1
31615,1
10209,1
10586,1
70187,1
115980,1
115922,1
44986,1
39235,1
52865,1
116284,1
82441,1
65530,1
104925,1
105459,1
32532,1
66840,1
34285,1
34832,1
18283,1
29373,1
71658,1
990,1
80920,1
92399,1
33475,1
59693,1
29788,1
33653,1
55555,1
63237,1
99401,1
106134,1
100738,1
109205,1
111885,1
5664,1
22873,1
31726,1
5757,1
21363,1
11675,1
40420,1
91635,1
38758,1
93359,1
15691,1
30915,1
22024,1
102464,1
19119,1
47427,1
119791,1
116535,1
64956,1
76366,1
100782,1
25453,1
12269,1
11254,1
35344,1
109123,1
107201,1
467,1
97605,1
73389,1
36074,1
117414,1
94956,1
11150,1
103358,1
108570,1
25805,1
102380,1
80154,1
22596,1
57076,1
110540,1
117122,1
119429,1
87212,1
70390,1
102657,1
33998,1
75452,1
21763,1
115326,1
4584,1
82959,1
83105,1
100003,1
66536,1
26950,1
40082,1
88587,1
3303,1
18781,1
40896,1
35496,1
102224,1
53858,1
117664,1
94766,1
38608,1
24608,1
34403,1
32643,1
103322,1
116609,1
116146,1
34336,1
71272,1
83364,1
7994,1
67907,1
113656,1
45828,1
7721,1
60286,1
101310,1
47033,1
33920,1
57139,1
85485,1
20886,1
91033,1
33620,1
115843,1
31388,1
107994,1
1671,1
45680,1
27647,1
16577,1
76777,1
14463,1
12194,1
61492,1
101294,1
45575,1
6888,1
77368,1
21769,1
39188,1
103029,1
42574,1
47410,1
36566,1
23637,1
113206,1
106300,1
26649,1
37477,1
75199,1
27134,1
71303,1
94496,1
104160,1
73807,1
109183,1
31306,1
54661,1
119185,1
87472,1
15945,1
46077,1
67690,1
42255,1
12233,1
12727,1
115495,1
10223,1
22931,1
119018,1
46887,1
51259,1
102549,1
43668,1
107934,1
49411,1
8740,1
16560,1
94653,1
115347,1
103445,1
44085,1
49818,1
42800,1
2861,1
63496,1
47433,1
22610,1
9805,1
19854,1
19915,1
10465,1
85863,1
47021,1
101946,1
100582,1
116573,1
96653,1
16874,1
68359,1
25354,1
57595,1
59615,1
13706,1
99155,1
6335,1
30225,1
25485,1
118071,1
40056,1
51696,1
98406,1
98320,1
105516,1
73025,1
6606,1
74798,1
62697,1
73466,1
101904,1
68445,1
5300,1
66638,1
71656,1
100299,1
22872,1
26843,1
22514,1
93281,1
29739,1
106312,1
29976,1
57923,1
32234,1
65248,1
2438,1
86540,1
94321,1
58354,1
52460,1
59517,1
31114,1
675,1
34466,1
69203,1
23937,1
92728,1
100987,1
90841,1
90522,1
29605,1
98976,1
20985,1
32314,1
56752,1
107627,1
5267,1
30832,1
111430,1
8008,1
52617,1
63095,1
112008,1
77071,1
110519,1
31445,1
93730,1
108962,1
58663,1
1313,1
84740,1
37308,1
94477,1
6958,1
21513,1
119542,1
64699,1
63546,1
98221,1
97308,1
108671,1
5722,1
116723,1
26651,1
35507,1
63248,1
20677,1
71482,1
33618,1
10584,1
45361,1
51185,1
89685,1
111907,1
57557,1
87728,1
24004,1
64496,1
47974,1
51239,1
72533,1
68477,1
42049,1
29891,1
53607,1
64873,1
12042,1
9210,1
49454,1
86655,1
104007,1
119149,1
31803,1
35944,1
117971,1
22262,1
12229,1
119263,1
112959,1
111271,1
2968,1
38733,1
57968,1
103291,1
89083,1
105123,1
23785,1
19224,1
27590,1
85569,1
84241,1
115974,1
104244,1
32158,1
70993,1
4151,1
104271,1
21048,1
65113,1
79922,1
98207,1
34602,1
25265,1
42265,1
22494,1
44122,1
10645,1
6166,1
24912,1
27854,1
80885,1
62944,1
122,1
99408,1
117083,1
119035,1
89066,1
115269,1
107579,1
7757,1
33197,1
45528,1
82841,1
32998,1
42877,1
15644,1
107599,1
27062,1
98835,1
85507,1
5149,1
74460,1
68552,1
76421,1
50587,1
29231,1
109440,1
5791,1
105681,1
25203,1
95748,1
65383,1
90178,1
82108,1
36011,1
26261,1
30487,1
106185,1
7455,1
101935,1
40705,1
19772,1
115507,1
62613,1
25559,1
114905,1
48143,1
51245,1
73652,1
35131,1
69432,1
8802,1
71677,1
109117,1
105949,1
112791,1
84065,1
97786,1
96834,1
46744,1
50655,1
22541,1
73086,1
102304,1
93655,1
57095,1
118295,1
43353,1
70710,1
41550,1
14053,1
75831,1
103928,1
65510,1
58142,1
47961,1
101702,1
57659,1
15864,1
29671,1
59434,1
67291,1
33630,1
82644,1
101265,1
91927,1
40063,1
62202,1
118857,1
80211,1
18085,1
92370,1
86691,1
112156,1
13161,1
35898,1
6223,1
87176,1
46084,1
108558,1
98310,1
101701,1
13187,1
67030,1
27964,1
101780,1
91967,1
94138,1
56858,1
20699,1
84055,1
41148,1
114683,1
94487,1
63151,1
29578,1
85055,1
90753,1
50051,1
84342,1
60930,1
28898,1
94615,1
45433,1
67302,1
82312,1
96873,1
6735,1
56844,1
99086,1
38710,1
47868,1
13136,1
1298,1
11914,1
18402,1
101838,1
117165,1
27943,1
94946,1
25612,1
20259,1
54321,1
16582,1
46463,1
2862,1
4717,1
27093,1
2261,1
51727,1
108278,1
14969,1
14411,1
69448,1
38510,1
18971,1
85795,1
97897,1
67268,1
42894,1
31942,1
48630,1
63057,1
87778,1
35625,1
88673,1
36082,1
2890,1
19541,1
73024,1
25500,1
109409,1
86089,1
38151,1
90272,1
71702,1
10380,1
91219,1
23128,1
19918,1
67834,1
61247,1
113352,1
90567,1
103068,1
35778,1
29943,1
45620,1
55935,1
24864,1
15803,1
51830,1
4422,1
54640,1
47424,1
12565,1
27044,1
42062,1
109434,1
26796,1
91048,1
52778,1
57678,1
50133,1
65056,1
97645,1
88924,1
55639,1
96601,1
97510,1
104748,1
63822,1
86653,1
43341,1
76039,1
38728,1
77872,1
83773,1
47657,1
27644,1
80740,1
95110,1
81195,1
56939,1
3864,1
3011,1
52433,1
69706,1
89678,1
62376,1
119654,1
29555,1
99005,1
26313,1
58115,1
109055,1
61125,1
109270,1
50098,1
71800,1
86872,1
109153,1
56666,1
73526,1
119627,1
26863,1
106706,1
52388,1
31705,1
92478,1
53956,1
71225,1
86335,1
63084,1
115486,1
108147,1
51098,1
90865,1
15526,1
71152,1
64109,1
91731,1
98210,1
109546,1
101308,1
29450,1
78380,1
47916,1
6532,1
77756,1
56760,1
106365,1
107692,1
102187,1
92862,1
54088,1
101143,1
106593,1
24014,1
14065,1
55488,1
51765,1
80680,1
44839,1
31822,1
115345,1
101930,1
38135,1
22283,1
99984,1
74866,1
118798,1
24904,1
103196,1
65179,1
36179,1
21795,1
43585,1
99891,1
45492,1
7745,1
63502,1
29587,1
61007,1
113472,1
48471,1
14878,1
66822,1
9059,1
39313,1
97189,1
109566,1
94869,1
94165,1
105570,1
32258,1
116267,1
28555,1
83928,1
113024,1
53028,1
21027,1
32073,1
14220,1
101718,1
58018,1
74997,1
34594,1
43225,1
88898,1
47554,1
76997,1
55844,1
23122,1
29883,1
54485,1
43677,1
64345,1
13965,1
84735,1
43486,1
118669,1
15388,1
111542,1
8844,1
38532,1
81035,1
7037,1
52024,1
37286,1
27570,1
55781,1
47526,1
67058,1
7727,1
9375,1
68698,1
35628,1
99851,1
6399,1
41488,1
110444,1
1858,1
69032,1
31716,1
108573,1
103336,1
19712,1
70344,1
30050,1
117798,1
63137,1
49106,1
77549,1
70745,1
30429,1
103317,1
54474,1
102764,1
109505,1
1945,1
17814,1
114805,1
88136,1
20112,1
13819,1
72418,1
41746,1
7823,1
96373,1
4074,1
103842,1
91026,1
63816,1
50233,1
97737,1
77870,1
77035,1
114909,1
5838,1
49690,1
82607,1
65231,1
79,1
18810,1
54699,1
91482,1
4885,1
10900,1
98565,1
41603,1
33374,1
533,1
13002,1
73609,1
22342,1
18803,1
115257,1
71782,1
2573,1
17615,1
28574,1
47131,1
3742,1
53231,1
41576,1
64461,1
76177,1
51718,1
105589,1
79041,1
18330,1
79736,1
105142,1
18566,1
93275,1
31222,1
119054,1
114430,1
103648,1
84092,1
104751,1
21365,1
95846,1
79513,1
19819,1
85112,1
89436,1
49364,1
29896,1
106887,1
67773,1
53740,1
76486,1
839,1
46581,1
106424,1
25643,1
98735,1
8777,1
32336,1
116213,1
39767,1
101896,1
83290,1
40942,1
117587,1
61144,1
76354,1
23546,1
102921,1
22402,1
22350,1
66991,1
89269,1
69832,1
84845,1
42032,1
95988,1
69498,1
40362,1
98943,1
56000,1
116377,1
77305,1
111079,1
33438,1
16676,1
39296,1
70989,1
99284,1
102423,1
92444,1
2722,1
104072,1
40143,1
88807,1
16010,1
102518,1
9537,1
6090,1
28796,1
97941,1
92667,1
60093,1
8247,1
38639,1
15181,1
111237,1
13318,1
22491,1
69886,1
13887,1
70429,1
8327,1
46489,1
7408,1
96108,1
47735,1
48803,1
74697,1
95386,1
76879,1
30078,1
49971,1
57511,1
18574,1
83286,1
18926,1
53320,1
36008,1
79966,1
82464,1
107116,1
1597,1
69166,1
118197,1
22826,1
7350,1
39293,1
98485,1
21781,1
19120,1
37738,1
88218,1
83390,1
39766,1
94472,1
10889,1
49872,1
112574,1
102633,1
53219,1
90116,1
81618,1
57779,1
116185,1
105136,1
115620,1
73529,1
40156,1
25962,1
5777,1
4042,1
26303,1
87609,1
73236,1
90141,1
58793,1
116854,1
20190,1
30222,1
15208,1
69016,1
20499,1
40871,1
15077,1
62560,1
35151,1
20492,1
26038,1
57872,1
19506,1
88677,1
7728,1
71826,1
97431,1
54982,1
68546,1
546,1
16600,1
26550,1
89290,1
70121,1
3483,1
30943,1
30241,1
65707,1
62631,1
28421,1
100928,1
97446,1
78898,1
102367,1
26343,1
61252,1
9728,1
68869,1
62039,1
39710,1
79805,1
14608,1
99030,1
39360,1
63483,1
117444,1
64093,1
64858,1
69983,1
12504,1
61738,1
16763,1
119278,1
28059,1
105782,1
75045,1
103013,1
117266,1
60844,1
1290,1
49688,1
59264,1
104650,1
16543,1
58328,1
72532,1
10443,1
3574,1
44761,1
35193,1
30151,1
46777,1
104535,1
9858,1
15482,1
26862,1
73976,1
104522,1
89724,1
62769,1
118099,1
107281,1
6368,1
48919,1
99994,1
70315,1
89529,1
30440,1
53938,1
16898,1
110023,1
103858,1
57721,1
43571,1
22565,1
86184,1
29810,1
118595,1
44128,1
26013,1
33005,1
2584,1
20080,1
110443,1
118578,1
99779,1
103689,1
44211,1
95415,1
68607,1
11962,1
33724,1
101183,1
27680,1
118336,1
481,1
106723,1
110112,1
9887,1
36910,1
117991,1
350,1
112907,1
38780,1
28415,1
45484,1
112488,1
6187,1
95009,1
62262,1
35937,1
102733,1
56980,1
43932,1
37376,1
22967,1
108888,1
43901,1
20268,1
55683,1
90932,1
94688,1
47828,1
33479,1
97034,1
8283,1
55647,1
8167,1
86371,1
57470,1
98324,1
72310,1
43742,1
41156,1
76199,1
44711,1
36817,1
52500,1
13912,1
61439,1
69129,1
23346,1
94455,1
68166,1
48486,1
32467,1
112593,1
37635,1
61745,1
52119,1
43561,1
24300,1
46092,1
67603,1
33877,1
120,1
13790,1
114469,1
68268,1
105166,1
53515,1
102300,1
66475,1
63359,1
74406,1
12875,1
78772,1
52384,1
93459,1
105548,1
57803,1
52678,1
89995,1
54449,1
86919,1
41205,1
656,1
12094,1
9048,1
96059,1
111369,1
108098,1
5211,1
8589,1
71367,1
65880,1
13410,1
31689,1
43261,1
48015,1
1600,1
33304,1
60289,1
47137,1
36436,1
25002,1
49121,1
114446,1
47603,1
75840,1
111194,1
72165,1
48522,1
5361,1
108976,1
48623,1
17750,1
20113,1
92029,1
22408,1
91514,1
93821,1
69097,1
75200,1
101001,1
112215,1
11671,1
58341,1
91325,1
75798,1
40691,1
117442,1
118115,1
87702,1
92221,1
41836,1
75572,1
53558,1
33752,1
91242,1
37415,1
73793,1
105526,1
7376,1
67328,1
106632,1
104272,1
78786,1
77244,1
70755,1
10449,1
52633,1
70042,1
94214,1
53108,1
21032,1
76160,1
14358,1
43841,1
106237,1
86150,1
4254,1
108580,1
21354,1
41277,1
24786,1
9893,1
67461,1
36754,1
53435,1
44585,1
54663,1
67947,1
53165,1
26998,1
93439,1
96012,1
95195,1
47412,1
62847,1
106717,1
3315,1
60948,1
46695,1
58043,1
66771,1
3390,1
55578,1
87213,1
107491,1
16637,1
52488,1
5001,1
22324,1
113887,1
82143,1
77499,1
64760,1
110685,1
62859,1
10000,1
37263,1
108937,1
113227,1
70168,1
38215,1
58383,1
59637,1
89568,1
85741,1
14967,1
29336,1
24149,1
72085,1
2568,1
34901,1
46088,1
14911,1
8867,1
91174,1
45495,1
118897,1
65993,1
56877,1
77046,1
77847,1
57502,1
44170,1
15194,1
116077,1
115072,1
46799,1
103759,1
92542,1
99742,1
42555,1
26375,1
97950,1
943,1
70968,1
59949,1
25328,1
29849,1
13316,1
9491,1
52344,1
57122,1
40120,1
4050,1
66880,1
69499,1
67747,1
38546,1
105555,1
93257,1
92750,1
19499,1
17523,1
38142,1
23566,1
36248,1
99128,1
1211,1
80502,1
70177,1
51650,1
102662,1
28316,1
9845,1
97553,1
106492,1
58006,1
69322,1
96324,1
75477,1
3002,1
112294,1
70812,1
85597,1
102636,1
79328,1
51905,1
1944,1
52161,1
44221,1
3467,1
114923,1
3100,1
90245,1
31122,1
24747,1
28910,1
98872,1
28995,1
118713,1
62803,1
85211,1
118719,1
28738,1
76862,1
41650,1
117356,1
104475,1
107621,1
104596,1
97153,1
41231,1
80247,1
118005,1
54761,1
118036,1
49607,1
105811,1
23375,1
67431,1
96219,1
18118,1
37835,1
108791,1
79530,1
33032,1
116729,1
